comboId,facetId,facetName,conceptId,conceptName,rdId,rdLabel,rdType,cuiMap,documentToCui,scopeNotes,lifecycleStage
fidp7650.fidp7829.ud1361,fidp7650,Procedures,fidp7829,Hemorrhoid Rubber Band Ligation,ud1361,hemorrhoid rubber band ligation,Surgical/Test Procedure,,,,Active
fidp7650.fidp7830.ud1119,fidp7650,Procedures,fidp7830,Hemorrhoidectomy,ud1119,Hemorrhoidectomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp7831.ud2455,fidp7650,Procedures,fidp7831,Hepatic Artery Infusion Pump Placement,ud2455,Hepatic artery infusion pump placement,Surgical/Test Procedure,,,,Active
fidp7650fidp7832,fidp7650,Procedures,fidp7832,Hernia Repair,,,,,,"MULTI - zc2142, bu1229 (adult, child)",Active
fidp7650.fidp7833.gapdoc00068,fidp7650,Procedures,fidp7833,Herniated Disc Repair,gapdoc00068,herniated disc repair,Surgical/Test Procedure,,,,Active
fidp7650fidp7834,fidp7650,Procedures,fidp7834,Hip Fracture Surgery,zy1646,hip fracture repair via surgery,Surgical/Test Procedure,,,,Active
fidp7650fidp7835,fidp7650,Procedures,fidp7835,Hip Replacement Surgery,ug3869,Hip Replacement,Surgical/Test Procedure,,,,Active
fidp7650fidp7836,fidp7650,Procedures,fidp7836,Hip Resurfacing,,,,,zt1200,,Active
fidp7650fidp7837,fidp7650,Procedures,fidp7837,Hydrocelectomy,ug5522,hydrocele excision,Surgical/Test Procedure,,,,Active
fidp7650fidp7838,fidp7650,Procedures,fidp7838,Hyperbaric Oxygen Therapy,,,,,hw193681,,Active
fidp7650.fidp7839.abk8816,fidp7650,Procedures,fidp7839,Hypospadias Repair,abk8816,hypospadias repair,Surgical/Test Procedure,,,,Active
fidp7650fidp7840,fidp7650,Procedures,fidp7840,Hysterectomy,,,,,,"BROAD (3 RDS - vaginal, total abdom, lap assisted)",Active
fidp7650.fidp8396.ud1175,fidp7650,Procedures,fidp8396,Hysteroscopy,ud1175,hysteroscopy,Surgical/Test Procedure,,,,Active
fidp7650fidp7841,fidp7650,Procedures,fidp7841,Ileoanal Anastomosis,,,,,"hw41295,uf4785",,Active
fidp7650.fidp7842.zc1831,fidp7650,Procedures,fidp7842,Ileostomy,zc1831,Ileostomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp7843.ud2015,fidp7650,Procedures,fidp7843,Iliofemoral Artery Angioplasty,ud2015,Iliofemoral Artery Angioplasty,Surgical/Test Procedure,,,,Active
fidp7650fidp7844,fidp7650,Procedures,fidp7844,Immunotherapy,bo1717,allergy shots,Surgical/Test Procedure,,,,Active
fidp7650.fidp8475.ud2567,fidp7650,Procedures,fidp8475,Implantable Cardioverter-Defibrillator (ICD) Placement,ud2567,implantable cardioverter-defibrillator placement,Surgical/Test Procedure,,,,Active
fidp7650fidp7845,fidp7650,Procedures,fidp7845,In Vitro Fertilization (IVF),gapdoc00167,in vitro fertilization (IVF) (Scope Note),Surgical/Test Procedure,,,,Active
fidp7650fidp8757,fidp7650,Procedures,fidp8757,Infertility Treatments,,,,,,BROAD,Active
fidp7650fidp7848,fidp7650,Procedures,fidp7848,Inguinal Hernia Repair,,,,,,"MULTI - bo1706 for child, dmaps for adult",Active
fidp7650fidp7849,fidp7650,Procedures,fidp7849,Insemination Procedures,,,,,hw202610,,Active
fidp7650fidp7850,fidp7650,Procedures,fidp7850,Intestinal Transplant,,,,,uf4380,,Active
fidp7650fidp7851,fidp7650,Procedures,fidp7851,Intra-Aortic Balloon Pump Implantation,abn2594,intra aortic balloon pump/insertion,Medication/Device,,,,Active
fidp7650fidp7852,fidp7650,Procedures,fidp7852,Intracytoplasmic Sperm Injection,,,,,tn8214,,Active
fidp7650fidp7853,fidp7650,Procedures,fidp7853,Intradiscal Electrothermal Therapy (IDET),,,,,tn9268,,Active
fidp7650.fidp7854.abl4066,fidp7650,Procedures,fidp7854,Intramuscular (IM) Injection,abl4066,intramuscular injection,Self-Care,,,,Active
fidp7650fidp7855,fidp7650,Procedures,fidp7855,Intraocular Lens (IOL) Implant,,,,,hw36086,,Active
fidp7650fidp7856,fidp7650,Procedures,fidp7856,Intraoperative Cholangiogram,,,,,aa99889,,Active
fidp7650fidp8790,fidp7650,Procedures,fidp8790,Islet Transplantation,,,,,hw38355,,Active
fidp7650fidp8748,fidp7650,Procedures,fidp8748,Isolation Procedures,,,,,zp4276,,Active
fidp7650fidp7857,fidp7650,Procedures,fidp7857,IUD Insertion and Removal,,,,,,MULTI - RD/dmaps (IUD gapdoc00148/dmaps),Active
fidp7650fidp7746,fidp7650,Procedures,fidp7746,Jaw Correction Surgery,,,,C0185624 ,,,Active
fidp7650fidp7858,fidp7650,Procedures,fidp7858,Joint Fusion Surgery,,,,,,"MULTI - RD/dmaps (zu2053 hammer toe surgery/aa42697,tn7282)",Active
fidp7650fidp7859,fidp7650,Procedures,fidp7859,Joint Injections,,,,,,"MULTI - abq4711,ad1775 (general, Knee OA)",Active
fidp7650fidp7860,fidp7650,Procedures,fidp7860,Joint Surgery,,,,,,BROAD,Active
fidp7650fidp8425,fidp7650,Procedures,fidp8425,Kidney Biopsy,abl2251,kidney needle biopsy,Surgical/Test Procedure,,,,Active
fidp7650fidp7861,fidp7650,Procedures,fidp7861,Kidney Stone Removal,,,,,"hw204407,hw204521",,Active
fidp7650.fidp7862.ud1689,fidp7650,Procedures,fidp7862,Kidney Transplant,ud1689,Kidney Transplant,Surgical/Test Procedure,,,,Active
fidp7650.fidp7864.zc2421,fidp7650,Procedures,fidp7864,Knee Arthroscopy,zc2421,Knee Arthroscopy,Surgical/Test Procedure,,,,Active
fidp7650fidp7879,fidp7650,Procedures,fidp7879,Knee Cap Surgery,,,,,tn7340,,Active
fidp7650fidp7865,fidp7650,Procedures,fidp7865,Knee Replacement Surgery,,,,,,"MULTI - zx4556, ug3879 (partial, total)",Active
fidp7650.fidp7866.av2971,fidp7650,Procedures,fidp7866,Kyphoplasty,av2971,kyphoplasty,Surgical/Test Procedure,,,,Active
fidp7650.fidp7867.gapdoc00017,fidp7650,Procedures,fidp7867,Labor Induction,gapdoc00017,labor induction,Surgical/Test Procedure,,,,Active
fidp7650fidp8905,fidp7650,Procedures,fidp8905,Laceration Repair,,,,,,"MULTI - C0581236, C0178962",Active
fidp7650fidp7868,fidp7650,Procedures,fidp7868,Laminectomy,,,,,,"MUTLI - ud1274 (lumbar, dmaps for general)",Active
fidp7650.fidp8791.gapdoc00075,fidp7650,Procedures,fidp8791,Laminotomy,gapdoc00075,laminotomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp9165.gapdoc00223,fidp7650,Procedures,fidp9165,Laparoscopic Myomectomy,gapdoc00223,Laparoscopic Myomectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8397,fidp7650,Procedures,fidp8397,Laparoscopy,zc2174,laparascopy NOS,Surgical/Test Procedure,,,,Active
fidp7650fidp7869,fidp7650,Procedures,fidp7869,Laparotomy,,,,,hw43739,,Active
fidp7650.fidp7870.zc2636,fidp7650,Procedures,fidp7870,Laryngectomy,zc2636,laryngectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8411,fidp7650,Procedures,fidp8411,Laryngoscopy,,,,,,"MULTI - abk7474, ud2631 (flexible, direct rigid)",Active
fidp7650fidp7878,fidp7650,Procedures,fidp7878,Laser Eye Surgery,,,,,,BROAD,Active
fidp7650fidp8768,fidp7650,Procedures,fidp8768,Laser Hair Removal,,,,,,definition,Active
fidp7650fidp7871,fidp7650,Procedures,fidp7871,Laser Iridotomy,,,,C0395459,,,Active
fidp7650fidp7872,fidp7650,Procedures,fidp7872,Laser Photocoagulation,,,,,,"BROAD (tf4075,hw174049,hw187615 - diabetic retinopathy, retinal tear, macular degneration)",Active
fidp7650fidp7873,fidp7650,Procedures,fidp7873,Laser Resurfacing,,,,C0522784 ,,,Active
fidp7650fidp7874,fidp7650,Procedures,fidp7874,Laser Surgery for Skin Cancer,,,,,abo6486,,Active
fidp7650fidp7876,fidp7650,Procedures,fidp7876,Laser Therapy,,,,,,"BROAD (tn8447,tp7155 - seborrheic keratosis,birthmarks)",Active
fidp7650fidp7877,fidp7650,Procedures,fidp7877,Laser Trabeculoplasty,,,,,,"MULTI - RD/dmaps (zy1477,hw153894,hw155165)",Active
fidp7650fidp7863,fidp7650,Procedures,fidp7863,Leg Amputation,,,,,,"MULTI - zu2057, ug3839 (below the knee, above the knee)",Active
fidp7650fidp7881,fidp7650,Procedures,fidp7881,Light Therapy (Phototherapy),,,,,,BROAD,Active
fidp7650.fidp7882.abl4047,fidp7650,Procedures,fidp7882,Liposuction,abl4047,Liposuction,Surgical/Test Procedure,,,,Active
fidp7650.fidp7883.zu2206,fidp7650,Procedures,fidp7883,Lithotripsy,zu2206,Lithotripsy,Surgical/Test Procedure,,,,Active
fidp7650fidp8423,fidp7650,Procedures,fidp8423,Liver Biopsy,zc2216,"liver, percutanous biopsy",Surgical/Test Procedure,,,,Active
fidp7650.fidp7884.zc2226,fidp7650,Procedures,fidp7884,Liver Resection,zc2226,liver resection,Surgical/Test Procedure,,,,Active
fidp7650fidp8760,fidp7650,Procedures,fidp8760,Liver Shunt Surgery,,,,,"aa87494,aa93344",,Active
fidp7650.fidp7885.zc2592,fidp7650,Procedures,fidp7885,Liver Transplant,zc2592,liver transplant,Surgical/Test Procedure,,,,Active
fidp7650fidp8247,fidp7650,Procedures,fidp8247,Local Anesthesia,,,,C0002921,,,Active
fidp7650fidp7887,fidp7650,Procedures,fidp7887,Loop Electrosurgical Excision Procedure (LEEP),av2657,"cervix, LEEP procedure",Surgical/Test Procedure,,,,Active
fidp7650fidp7888,fidp7650,Procedures,fidp7888,Lumbar Discectomy,ud1648,lumbar microdiscectomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp8886.gapdoc00205,fidp7650,Procedures,fidp8886,Lumbar Epidural Steroid Injection,gapdoc00205,Lumbar Epidural Steroid Injection,Surgical/Test Procedure,,,,Active
fidp7650.fidp7703.ug3388,fidp7650,Procedures,fidp7703,Lumpectomy,ug3388,lumpectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8412,fidp7650,Procedures,fidp8412,Lung Biopsy,,,,,,"MULTI - ud2225, dmaps (percutaneous, broad)",Active
fidp7650.fidp7890.zy1364,fidp7650,Procedures,fidp7890,Lung Resection,zy1364,Lung resection,Surgical/Test Procedure,,,,Active
fidp7650.fidp7892.zc2605,fidp7650,Procedures,fidp7892,Lung Transplant,zc2605,Lung Transplant,Surgical/Test Procedure,,,,Active
fidp7650fidp7893,fidp7650,Procedures,fidp7893,Lung Volume Reduction Surgery (LVRS),,,,,hw258376,,Active
fidp7650fidp8375,fidp7650,Procedures,fidp8375,Lymph Node Biopsy,,,,,,"MULTI (abq1771, hw232506, tj4733, tv7419)",Active
fidp7650fidp7894,fidp7650,Procedures,fidp7894,Lymph Node Removal (Lymphadenectomy),,,,,,"MULTI - RD/dmaps (neck dissection-ug3797, hw206392, uh1844)",Active
fidp7650.fidp7895.ug3535,fidp7650,Procedures,fidp7895,Mastectomy,ug3535,Mastectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8476,fidp7650,Procedures,fidp8476,Maze Procedure for Atrial Fibrillation,,,,,tv6752,,Active
fidp7650fidp7896,fidp7650,Procedures,fidp7896,Medial Patellofemoral Ligament Repair,,,,,tn7340,,Active
fidp7650fidp8403,fidp7650,Procedures,fidp8403,Mediastinoscopy,,,,C0025065,,,Active
fidp7650.fidp7898.zc2311,fidp7650,Procedures,fidp7898,Meniscus Surgery,zc2311,Meniscus Surgery,Surgical/Test Procedure,,,,Active
fidp7650fidp7900,fidp7650,Procedures,fidp7900,Mitral Valve Surgery,abk2179,Mitral Valve Repair or Regurgitation,Surgical/Test Procedure,,,,Active
fidp7650fidp7901,fidp7650,Procedures,fidp7901,Mohs Surgery,gapdoc00187,Mohs micrographic surgery,Surgical/Test Procedure,,,,Active
fidp7650.fidp7902.ud1256,fidp7650,Procedures,fidp7902,Myomectomy,ud1256,myomectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8792,fidp7650,Procedures,fidp8792,N/A,,,,,,,Active
fidp7650fidp7903,fidp7650,Procedures,fidp7903,Nail Removal,,,,,,"MULTI - hw268824,hw268840 (nonsurgical,surgical removal)",Active
fidp7650fidp8752,fidp7650,Procedures,fidp8752,Nasal Adhesions Removal,,,,C0189071 ,,,Active
fidp7650.fidp7904.zp4113,fidp7650,Procedures,fidp7904,Nasal Packing,zp4113,nasal packing,Surgical/Test Procedure,,,,Active
fidp7650.fidp7906.zc2269,fidp7650,Procedures,fidp7906,Nasal Septum Repair,zc2269,nasal septum repair,Surgical/Test Procedure,,,,Active
fidp7650fidp7908,fidp7650,Procedures,fidp7908,Nasogastric (NG) Tube Insertion,abn2853,Nasogastric (NG) tube,Medication/Device,,,Should include CUIs for insertion,Active
fidp7650fidp7909,fidp7650,Procedures,fidp7909,Neck Dissection,ug3797,Neck Dissection (lymph node specific),Surgical/Test Procedure,,,,Active
fidp7650fidp8741,fidp7650,Procedures,fidp8741,Negative Pressure Wound Therapy,,,,,abp6690,,Active
fidp7650fidp7912,fidp7650,Procedures,fidp7912,Nephrectomy,,,,,,"MULTI - ud1206, ud1223 (open, laparoscopic)",Active
fidp7650fidp7913,fidp7650,Procedures,fidp7913,Nephrostomy,,,,,zc2006,,Active
fidp7650fidp7914,fidp7650,Procedures,fidp7914,Nerve Ablation,,,,,zx3505,,Active
fidp7650fidp7915,fidp7650,Procedures,fidp7915,Nerve Block,,,,,tv7942,,Active
fidp7650fidp7916,fidp7650,Procedures,fidp7916,Nose Cautery,,,,,abp6135,,Active
fidp7650fidp7917,fidp7650,Procedures,fidp7917,Oophorectomy,,,,,,"MULTI - abn2260 for open, C0195547 for laparoscopy ",Active
fidp7650fidp7919,fidp7650,Procedures,fidp7919,Open Reduction with Internal Fixation (ORIF),ud1283,Open reduction with internal fixation of a limb,Surgical/Test Procedure,,,,Active
fidp7650.fidp7920.ud1357,fidp7650,Procedures,fidp7920,Orchiectomy,ud1357,orchiectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp7921,fidp7650,Procedures,fidp7921,Orchiopexy,gapdoc00183,"Orchiopexy, laparoscopy (Scope Note)",Surgical/Test Procedure,,,,Active
fidp7650fidp7922,fidp7650,Procedures,fidp7922,Organ Donation,,,,,abn0646,,Active
fidp7650fidp7923,fidp7650,Procedures,fidp7923,Organ Transplant,,,,,ty7522,,Active
fidp7650fidp8753,fidp7650,Procedures,fidp8753,Oromaxillary Fistula Repair,,,,C0189194,,,Active
fidp7650fidp7924,fidp7650,Procedures,fidp7924,Orthodontics,,,,,,"BROAD (tn1000, tn1995, tn2685, tn1974)",Active
fidp7650fidp7925,fidp7650,Procedures,fidp7925,Osteotomy,,,,,,"BROAD (hw125548, tn7340,tn8013,ty6296)",Active
fidp7650fidp7926,fidp7650,Procedures,fidp7926,Ostomy,gapdoc00122,ostomy care,Self-Care,,,,Active
fidp7650fidp7927,fidp7650,Procedures,fidp7927,Ovarian Cyst Surgery,,,,,,MULTI - hw178611 (RD/dmaps),Active
fidp7650fidp7928,fidp7650,Procedures,fidp7928,Ovarian Drilling (Ovarian Diathermy),,,,,tw9171,,Active
fidp7650.fidp7929.ug5195,fidp7650,Procedures,fidp7929,Oxygen Therapy,ug5195,oxygen therapy,Self-Care,,,,Active
fidp7650.fidp7930.ud2553,fidp7650,Procedures,fidp7930,Pacemaker Placement,ud2553,Pacemaker Placement,Surgical/Test Procedure,,,,Active
fidp7650fidp7931,fidp7650,Procedures,fidp7931,Pallidotomy,,,,,hw90988,,Active
fidp7650fidp8686,fidp7650,Procedures,fidp8686,Pancreas Transplant,,,,,hw38358,,Active
fidp7650.fidp7932.ug3582,fidp7650,Procedures,fidp7932,Pancreatic Cancer Surgery,ug3582,Pancreatic Cancer Surgery,Surgical/Test Procedure,,,,Active
fidp7650.fidp7933.abo2968,fidp7650,Procedures,fidp7933,Paracentesis,abo2968,paracentesis,Surgical/Test Procedure,,,,Active
fidp7650.fidp7934.zc2543,fidp7650,Procedures,fidp7934,Parathyroidectomy,zc2543,parathyroidectomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp7935.zc2534,fidp7650,Procedures,fidp7935,Parotidectomy,zc2534,parotidectomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp8398.zy1280,fidp7650,Procedures,fidp8398,Pelvic Laparoscopy,zy1280,pelvic laparoscopy,Surgical/Test Procedure,,,,Active
fidp7650fidp8793,fidp7650,Procedures,fidp8793,Pelvic Laparotomy,,,,,tv2567,,Active
fidp7650.fidp7936.zy1244,fidp7650,Procedures,fidp7936,Pelvic Prolapse Repair,zy1244,pelvic prolapse repair,Surgical/Test Procedure,,,,Active
fidp7650fidp7937,fidp7650,Procedures,fidp7937,Penile Implant Insertion,,,,,hw111556,,Active
fidp7650fidp8477,fidp7650,Procedures,fidp8477,Penile Injections,,,,,ug1867,,Active
fidp7650fidp7938,fidp7650,Procedures,fidp7938,Penile Revascularization,,,,,hw111011,,Active
fidp7650.fidp8794.uf9390,fidp7650,Procedures,fidp8794,Percutaneous Coronary Intervention (PCI),uf9390,Percutaneous Coronary Intervention,Surgical/Test Procedure,,,,Active
fidp7650.fidp7939.ud3362,fidp7650,Procedures,fidp7939,Percutaneous Endoscopic Gastrostomy (PEG),ud3362,Percutaneous Endoscopic Gastrostomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8424,fidp7650,Procedures,fidp8424,Pericardial Drainage,,,,,hw233131,,Active
fidp7650fidp8795,fidp7650,Procedures,fidp8795,Peripheral Angioplasty,,,,,,MULTI - ud2015/dmaps,Active
fidp7650fidp8837,fidp7650,Procedures,fidp8837,Peripheral Nerve Block,,,,,"abp6206,abq3369,rt1576",,Active
fidp7650fidp8796,fidp7650,Procedures,fidp8796,Peripherally Inserted Central Catheter (PICC),ug6122,picc line,Surgical/Test Procedure,,,,Active
fidp7650fidp8481,fidp7650,Procedures,fidp8481,Peritoneal Dialysis,gapdoc00157,peritoneal dialysis (Scope Note),Surgical/Test Procedure,,,,Active
fidp7650fidp7942,fidp7650,Procedures,fidp7942,Phalangeal Head Resection,,,,,"aa42697,ug2306",,Active
fidp7650fidp7899,fidp7650,Procedures,fidp7899,Phlebectomy,gapdoc00004,microphlebectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp7943,fidp7650,Procedures,fidp7943,Phlebotomy,,,,C0005857,,,Active
fidp7650fidp7944,fidp7650,Procedures,fidp7944,Photodynamic Therapy (PDT),,,,,"rt1252,uh1342",,Active
fidp7650.fidp7947.ud1334,fidp7650,Procedures,fidp7947,Pilonidal Cyst Excision,ud1334,Pilonidal Cyst Excision,Surgical/Test Procedure,,,,Active
fidp7650.fidp7948.zy1486,fidp7650,Procedures,fidp7948,Pituitary Surgery,zy1486,Pituitary Surgery,Surgical/Test Procedure,,,,Active
fidp7650fidp7949,fidp7650,Procedures,fidp7949,Plantar Fascia Surgery,,,,,"aa57571,hw114401",,Active
fidp7650fidp7950,fidp7650,Procedures,fidp7950,Pneumatic Retinopexy,,,,,hw187768,,Active
fidp7650fidp8835,fidp7650,Procedures,fidp8835,Popliteal Nerve Block,,,,,abq3542,,Active
fidp7650fidp7951,fidp7650,Procedures,fidp7951,Port Implantation,ug6118,central venous access with port,Surgical/Test Procedure,,,,Active
fidp7650fidp7983,fidp7650,Procedures,fidp7983,Procedural Sedation,gapdoc00127,sedation,Surgical/Test Procedure,,,,Active
fidp7650fidp7953,fidp7650,Procedures,fidp7953,Proctocolectomy,,,,,"hw41446,uf4785",,Active
fidp7650fidp8750,fidp7650,Procedures,fidp8750,Prolotherapy,,,,C0500223,,,Active
fidp7650fidp8413,fidp7650,Procedures,fidp8413,Prostate Biopsy,,,,,"hw5468,uf7807",,Active
fidp7650fidp7954,fidp7650,Procedures,fidp7954,Prostate Laser Surgery,,,,,hw55771,,Active
fidp7650fidp7955,fidp7650,Procedures,fidp7955,Prostate Surgery,,,,,,BROAD,Active
fidp7650fidp7956,fidp7650,Procedures,fidp7956,Prostatectomy,,,,,,"MULTI - zc2627,ug3658",Active
fidp7650fidp7957,fidp7650,Procedures,fidp7957,Psoralen Plus Ultraviolet Light (PUVA),,,,C0034172,,,Active
fidp7650fidp7958,fidp7650,Procedures,fidp7958,Pudendal and Paracervical Blocks,,,,,tn7465,,Active
fidp7650.fidp7960.uz1954,fidp7650,Procedures,fidp7960,Pyloric Stenosis Repair,uz1954,Pyloric Stenosis Repair,Surgical/Test Procedure,,,,Active
fidp7650fidp7961,fidp7650,Procedures,fidp7961,Radial Keratotomy (RK),,,,C0022607,,,Active
fidp7650fidp7962,fidp7650,Procedures,fidp7962,Radiation Therapy,uf9203,radiation therapy (cancer),Medication/Device,,,,Active
fidp7650fidp7963,fidp7650,Procedures,fidp7963,Radical Prostatectomy,,,,,,"MULTI - ud2576, ug3658 (laproscopic, open)",Active
fidp7650fidp7964,fidp7650,Procedures,fidp7964,Radio Frequency Volume Reduction,,,,,,"MULTI - ug3965, ug3820 (nasal, throat)",Active
fidp7650fidp7966,fidp7650,Procedures,fidp7966,Radiofrequency Ablation (RFA),,,,,tx4190,,Active
fidp7650fidp7967,fidp7650,Procedures,fidp7967,Radiofrequency Palatoplasty,,,,,za1029,,Active
fidp7650fidp7968,fidp7650,Procedures,fidp7968,Rectal Prolapse Repair,,,,,uf4403,,Active
fidp7650fidp7969,fidp7650,Procedures,fidp7969,Rectocele (Rectum Prolapse) Repair,,,,,,Part of zy1244 Pelvic Prolapse Repair,Active
fidp7650fidp7970,fidp7650,Procedures,fidp7970,Refractive Surgery,,,,,,"BROAD (hw122428, hw122452, hw122463, ut1287)",Active
fidp7650fidp7971,fidp7650,Procedures,fidp7971,Regional Anesthesia,,,,C0002911 ,,,Active
fidp7650fidp7972,fidp7650,Procedures,fidp7972,Release of Joint Contracture,,,,,hw98645,,Active
fidp7650fidp8821,fidp7650,Procedures,fidp8821,Restorative Dentistry,,,,,,duplicate term,Deleted
fidp7650fidp8822,fidp7650,Procedures,fidp8822,Restorative Dentistry,,,,,,BROAD (abq2670),Active
fidp7650.fidp7973.gapdoc00108,fidp7650,Procedures,fidp7973,Retinal Detachment Repair,gapdoc00108,retinal detachment repair,Surgical/Test Procedure,,,,Active
fidp7650fidp8121,fidp7650,Procedures,fidp8121,Retroperitoneal Lymph Node Dissection (RPLND),,,,,zr1101,,Active
fidp7650fidp7974,fidp7650,Procedures,fidp7974,Retropubic Suspension,,,,,,"MULTI - ud1587,ud1596 (laproscopic, open)",Active
fidp7650.fidp7975.zc2691,fidp7650,Procedures,fidp7975,Rhinoplasty,zc2691,rhinoplasty,Surgical/Test Procedure,,,,Active
fidp7650fidp7976,fidp7650,Procedures,fidp7976,Root Canal,,,,C0035849,,,Active
fidp7650fidp7977,fidp7650,Procedures,fidp7977,Root Planing and Scaling,,,,C0204356,,,Active
fidp7650fidp7978,fidp7650,Procedures,fidp7978,Rotator Cuff Surgery,ug3498,rotator cuff repair,Surgical/Test Procedure,,,,Active
fidp7650fidp7979,fidp7650,Procedures,fidp7979,Roux-en-Y Gastric Bypass,,,,,,"MULTI - ud2649, ud2663 (open, laproscopic)",Active
fidp7650fidp7980,fidp7650,Procedures,fidp7980,Scleral Buckling Surgery,,,,,hw187645 ,,Active
fidp7650fidp7981,fidp7650,Procedures,fidp7981,Sclerotherapy,abk1579,Sclerotherapy varicose veins,Surgical/Test Procedure,,,,Active
fidp7650fidp7982,fidp7650,Procedures,fidp7982,Scoliosis Surgery,,,,,,BROAD,Active
fidp7650fidp7984,fidp7650,Procedures,fidp7984,Selective Dorsal Rhizotomy (SDR),,,,,ue5117,,Active
fidp7650fidp7985,fidp7650,Procedures,fidp7985,Selective Reduction,,,,,aa75652,,Active
fidp7650fidp8376,fidp7650,Procedures,fidp8376,Sentinel Node Biopsy,,,,,,"MULTI - ug3511,dmaps",Active
fidp7650fidp9054,fidp7650,Procedures,fidp9054,Septic Arthritis Joint Drainage,,,,,abq3430,,Active
fidp7650.fidp7987.ug3897,fidp7650,Procedures,fidp7987,Shoulder Arthroscopy,ug3897,shoulder arthroscopy,Surgical/Test Procedure,,,,Active
fidp7650fidp7988,fidp7650,Procedures,fidp7988,Shoulder Replacement Surgery,abo1301,shoulder replacement,Surgical/Test Procedure,,,,Active
fidp7650.fidp8395.abk7458,fidp7650,Procedures,fidp8395,"Sigmoidoscopy (Anoscopy, Proctoscopy)",abk7458,Sigmoidoscopy,Surgical/Test Procedure,,,,Active
fidp7650fidp7991,fidp7650,Procedures,fidp7991,Sinus Surgery,,,,,,MULTI - ug3524/dmaps,Active
fidp7650fidp8759,fidp7650,Procedures,fidp8759,Skin Biopsy,,,,,hw234496,,Active
fidp7650fidp7992,fidp7650,Procedures,fidp7992,Skin Cancer Treatments,,,,,,BROAD,Active
fidp7650.fidp7993.zc2700,fidp7650,Procedures,fidp7993,Skin Grafts,zc2700,Skin Grafts,Surgical/Test Procedure,,,,Active
fidp7650.fidp8426.zy1429,fidp7650,Procedures,fidp8426,Skin Lesion Removal,zy1429,skin lesion removal,Surgical/Test Procedure,,,,Active
fidp7650.fidp7995.gapdoc00176,fidp7650,Procedures,fidp7995,Skin Tag Removal,gapdoc00176,skin tag removal,Surgical/Test Procedure,,,,Active
fidp7650fidp8478,fidp7650,Procedures,fidp8478,Sleep Apnea Surgery,,,,,,"BROAD (aa71542, hw48651)",Active
fidp7650.fidp7996.abk3541,fidp7650,Procedures,fidp7996,Sleeve Gastrectomy,abk3541,Sleeve Gastrectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp7997,fidp7650,Procedures,fidp7997,Sphincterotomy,ud1292,anal spincterotomy,Surgical/Test Procedure,,,,Active
fidp7650fidp7998,fidp7650,Procedures,fidp7998,Spinal Block,,,,,,MULTI - C0002928/dmaps,Active
fidp7650fidp7999,fidp7650,Procedures,fidp7999,Spinal Decompression Surgery,,,,,,MULTI - RDs/dmaps (tr1712),Active
fidp7650fidp8000,fidp7650,Procedures,fidp8000,Spinal Fusion,,,,,,"MULTI - zx4109,zx4099,abo2942, gapdoc00068",Active
fidp7650fidp8797,fidp7650,Procedures,fidp8797,Spinal Manipulation,,,,,"aa160810,uw2168",,Active
fidp7650fidp8001,fidp7650,Procedures,fidp8001,Spinal Stenosis Surgery,,,,,,MULTI - RDs/dmaps (abo8338),Active
fidp7650.fidp8002.zc2195,fidp7650,Procedures,fidp8002,Splenectomy,zc2195,splenectomy,Surgical/Test Procedure,,,,Active
fidp7650.fidp8004.ud2621,fidp7650,Procedures,fidp8004,Stapedectomy,ud2621,Stapedectomy,Surgical/Test Procedure,,,,Active
fidp7650fidp8005,fidp7650,Procedures,fidp8005,Stem Cell Donation,,,,,uq1026,,Active
fidp7650fidp8006,fidp7650,Procedures,fidp8006,Stem Cell Transplant,,,,,,"MULTI - RD/dmaps (abk3402,abq1926, etc)",Active
fidp7650fidp8007,fidp7650,Procedures,fidp8007,Sternotomy,,,,,abo3138,,Active
fidp7650fidp9154,fidp7650,Procedures,fidp9154,steroid injection,,,,,,Candidate term - rejected,Deleted
fidp7650fidp8737,fidp7650,Procedures,fidp8737,Stitches Staples and Skin Adhesives,,,,,,BROAD,Active
fidp7650fidp9111,fidp7650,Procedures,fidp9111,Stoma Reversal,,,,,abq3780,,Active
fidp7650.fidp8008.uf9496,fidp7650,Procedures,fidp8008,Strabismus Surgery,uf9496,Strabismus Surgery ,Surgical/Test Procedure,,,,Active
fidp7650fidp8009,fidp7650,Procedures,fidp8009,Stress Urinary Incontinence Surgery,,,,,,"MULTI - RDS/dmaps (aa137467,ud1610)",Active
