comboId,facetId,facetName,conceptId,conceptName,rdId,rdLabel,rdType,cuiMap,documentToCui,scopeNotes,lifecycleStage
conditionfidp9262,condition,Conditions,fidp9262,Chronic Kidney Disease Stage 5 (ESRD),tw12424,Chronic kidney disease stage 5 (End stage renal disease),Condition,,,,Active
conditionfidp1194,condition,Conditions,fidp1194,Chronic Lung Disease,uf9013,bronchopulmonary dysplasia,Condition,,,,Active
conditionfidp9263,condition,Conditions,fidp9263,Chronic Lymphocytic Leukemia (CLL),uf8168,"leukemia, chronic lymphocytic",Condition,,,,Active
conditionfidp9264,condition,Conditions,fidp9264,Chronic Myelogenous Leukemia (CML),uf8953,"leukemia, acute myelogenous",Condition,,,,Active
conditionfidp435,condition,Conditions,fidp435,Chronic Pain,uh3660,chronic pain,Condition,,,,Active
conditionfidp5060,condition,Conditions,fidp5060,Chronic Pain Syndrome (CPS),,,,C1298685,,,Active
conditionfidp2340,condition,Conditions,fidp2340,Chronic Pancreatitis,gapdoc00031,chronic pancreatitis ,Condition,,,,Active
conditionfidp1048,condition,Conditions,fidp1048,Chronic Pelvic Pain,abp5435,chronic pelvic pain,Symptom,,,,Active
conditionfidp9265,condition,Conditions,fidp9265,Chronic Pulmonary Heart Disease,,,,,abo4019 ,,Active
conditionfidp9266,condition,Conditions,fidp9266,Chronic Sinusitis,abp1516,chronic sinusitis,Condition,,,,Active
conditionfidp3215,condition,Conditions,fidp3215,Circulatory Shock,,,,,shock,,Active
conditionfidp40,condition,Conditions,fidp40,Cirrhosis,tw12474,cirrhosis,Condition,,,,Active
conditionfidp2598,condition,Conditions,fidp2598,Cleft Lip and Palate,ut3193,cleft lip/palate,Condition,,,,Active
conditionfidp9267,condition,Conditions,fidp9267,Clostridium Difficile Colitis,zp4161,clostridium difficile colitis,Condition,,,,Active
conditionfidp9268,condition,Conditions,fidp9268,Clotting Factor Deficiencies,uf8188,clotting factor deficiency (hemophilia),Condition,,,,Active
conditionfidp772,condition,Conditions,fidp772,Clubfoot,gapdoc00197,clubfoot,Condition,,,,Active
conditionfidp408,condition,Conditions,fidp408,Cluster Headaches,uf8015,cluster headache,Condition,,,,Active
conditionfidp9248,condition,Conditions,fidp9248,CNS Embryonal Tumors,,,,,ncicdr0000552550,,Active
conditionfidp2341,condition,Conditions,fidp2341,Coarctation of the Aorta,,,,C0003492,,,Active
conditionfidp9269,condition,Conditions,fidp9269,Codependency,ut3111,codependency,Condition,,,,Active
conditionfidp8510,condition,Conditions,fidp8510,Cognitive Impairment,,,,,,"BROAD (confu,uf5010)",Active
conditionfidp8511,condition,Conditions,fidp8511,Cold Hands,,,,,aa2985,,Active
conditionfidp1568,condition,Conditions,fidp1568,Cold Sores (Fever Blisters),uh3098,cold sores,Condition,,,,Active
conditionfidp9270,condition,Conditions,fidp9270,Cold Temperature Exposure,,,,,,"BROAD (colde,aa53968spec)",Active
conditionfidp702,condition,Conditions,fidp702,Colds (Upper Respiratory Infections),abk9826,Cold (URI),Condition,,,,Active
conditionfidp1604,condition,Conditions,fidp1604,Colic,ut1873,colic (babies),Condition,,,,Active
conditionfidp8808,condition,Conditions,fidp8808,Colitis,,,,,abq3230 ,,Active
conditionfidp263,condition,Conditions,fidp263,Collapsed Lung,uf10262,pneumothorax/collapsed lung,Condition,,,,Active
conditionfidp89,condition,Conditions,fidp89,Colon Polyps,ut2896,colon polyps,Condition,,,,Active
conditionfidp791,condition,Conditions,fidp791,Color Blindness,,,,C0242225,,,Active
conditionfidp9271,condition,Conditions,fidp9271,Colorado Tick Fever,,,,C0009400,,,Active
conditionfidp5074,condition,Conditions,fidp5074,Colorectal Cancer,ut2727,colon cancer,Condition,,,,Active
conditionfidp139,condition,Conditions,fidp139,Compartment Syndrome,tw12436,compartment syndrome,Condition,,,,Active
conditionfidp8512,condition,Conditions,fidp8512,Complex Regional Pain Syndromes (CRPS),uh4690,reflex sympathetic dystrophy,Condition,,,,Active
conditionfidp1612,condition,Conditions,fidp1612,Compression Fractures,,,,,,MULTI,Active
conditionfidp9272,condition,Conditions,fidp9272,Concussion,uf7532,concussion,Condition,,,,Active
conditionfidp1805,condition,Conditions,fidp1805,Confusion,,,,,zu1753,,Active
conditionfidp2343,condition,Conditions,fidp2343,Congenital Heart Defects,uf8657,congenital heart defects (Scope Note),Condition,,,,Active
conditionfidp5719,condition,Conditions,fidp5719,Congenital Hypothyroidism,,,,C0010308,,,Active
conditionfidp274,condition,Conditions,fidp274,Congenital Torticollis,abo9822,Congenital Torticollis,Condition,,,,Active
conditionfidp384,condition,Conditions,fidp384,Constipation,ut1878,constipation,Condition,,,,Active
conditionfidp9273,condition,Conditions,fidp9273,Contact Lens Problems,,,,,,no UMLS equivalent,Active
conditionfidp1566,condition,Conditions,fidp1566,COPD,uf7119,COPD,Condition,,,,Active
conditionfidp2345,condition,Conditions,fidp2345,Corneal Scratches,uh3288,corneal abrasion,Condition,,,,Active
conditionfidp1693,condition,Conditions,fidp1693,Corns and Calluses,ad1372,corns and calluses,Condition,,,,Active
conditionfidp5036,condition,Conditions,fidp5036,Coronary Artery Disease (CAD),uf8667,coronary artery disease ,Condition,,,,Active
conditionfidp9274,condition,Conditions,fidp9274,Costochondritis Chest Wall Pain,,,,C0040213,,,Active
conditionfidp9275,condition,Conditions,fidp9275,Coughing Blood,uh3185,hemoptysis,Condition,,,,Active
conditionfidp2346,condition,Conditions,fidp2346,Coughs (General),ad1380,cough (symptom),Symptom,,,,Active
conditionfidp8521,condition,Conditions,fidp8521,Cracked Skin,,,,,,Find suitable Cui,Active
conditionfidp2347,condition,Conditions,fidp2347,Cradle Cap,uh3767,cradle cap,Condition,,,,Active
conditionfidp9121,condition,Conditions,fidp9121,Craniopharyngioma,,,,,ncicdr0000574137 ,,Active
conditionfidp9276,condition,Conditions,fidp9276,Crohn's Disease,ut2731,Crohn's disease,Condition,,,,Active
conditionfidp1178,condition,Conditions,fidp1178,Croup,uf7135,croup,Condition,,,,Active
conditionfidp9277,condition,Conditions,fidp9277,Crying,uh4469,crying baby (Scope note),Symptom,,,,Active
conditionfidp9278,condition,Conditions,fidp9278,Cushing's Syndrome,abl2533,Cushing syndrome,Condition,,,,Active
conditionfidp8514,condition,Conditions,fidp8514,Cuts (Lacerations),ug6306,Cuts/lacerations,Condition,,,,Active
conditionfidp1483,condition,Conditions,fidp1483,Cystic Fibrosis,uf9073,cystic fibrosis,Condition,,,,Active
conditionfidp9279,condition,Conditions,fidp9279,Cytomegalovirus (CMV) Infection,,,,C0010823,,,Active
conditionfidp1736,condition,Conditions,fidp1736,Dandruff,,,,,tm6353spec ,,Active
conditionfidp8515,condition,Conditions,fidp8515,Daytime Wetting,ad1732,"enuresis, daytime (Scope note)",Condition,,,,Active
conditionfidp9280,condition,Conditions,fidp9280,De Quervain's Disease,abk9785,De Quervain's tenosynovitis,Condition,,,,Active
conditionfidp1314,condition,Conditions,fidp1314,Deep Vein Thrombosis (DVT),uf8366,DVT (Scope),Condition,,,,Active
conditionfidp8516,condition,Conditions,fidp8516,Degenerative Disc Disease (DDD),,,,,uh2039spec,,Active
conditionfidp1013,condition,Conditions,fidp1013,Dehydration,abk9930,dehydration,Condition,,,,Active
conditionfidp2351,condition,Conditions,fidp2351,Delayed Breast Development,uh5071,delayed breast development,Condition,,,,Active
conditionfidp5007,condition,Conditions,fidp5007,Delirium,,,,,abp3149,,Active
conditionfidp264,condition,Conditions,fidp264,Dementia,,,,,,MULTI,Active
conditionfidp8727,condition,Conditions,fidp8727,Dengue Fever,,,,C0011311,,,Active
conditionfidp8517,condition,Conditions,fidp8517,Dense Breasts,,,,,abp2024,,Active
conditionfidp9281,condition,Conditions,fidp9281,Dental Pain,uh3896,dental pain,Symptom,,,,Active
conditionfidp321,condition,Conditions,fidp321,Depression,ut2189,depression,Condition,,,,Active
conditionfidp9282,condition,Conditions,fidp9282,Depression in Children and Teens,,,,,,no UMLS equivalent,Active
conditionfidp9283,condition,Conditions,fidp9283,Dermatitis Herpetiformis,,,,C0011608,,,Active
conditionfidp2353,condition,Conditions,fidp2353,Developmental Problems,uf9131,concern about developmental delays,Condition,,,,Active
conditionfidp1738,condition,Conditions,fidp1738,Deviated Nasal Septum,,,,C0549397,,,Active
conditionfidp1118,condition,Conditions,fidp1118,Diabetes,,,,,,MULTI,Active
conditionfidp2355,condition,Conditions,fidp2355,Diabetes in Children,,,,,,no UMLS equivalent,Active
conditionfidp9284,condition,Conditions,fidp9284,Diabetes Type 1,tw12231,Diabetes Type 1,Condition,,,,Active
conditionfidp9285,condition,Conditions,fidp9285,Diabetes  Type 2,tw12205,Diabetes type 2,Condition,,,,Active
conditionfidp9286,condition,Conditions,fidp9286,Diabetic Foot Problems,,,,,uq2713,,Active
conditionfidp2356,condition,Conditions,fidp2356,Diabetic Ketoacidosis (DKA),tw12221,diabetic ketoacidosis,Condition,,,,Active
conditionfidp9287,condition,Conditions,fidp9287,Diabetic Mother Syndrome,abo3149,diabetic mother syndrome,Condition,,,,Active
conditionfidp3251,condition,Conditions,fidp3251,Diabetic Nephropathy,gapdoc00025,Diabetic Nephropathy (Scope Note),Condition,,,,Active
conditionfidp3201,condition,Conditions,fidp3201,Diabetic Neuropathy,gapdoc00026,"neuropathy, diabetic",Condition,,,,Active
conditionfidp1634,condition,Conditions,fidp1634,Diabetic Retinopathy,gapdoc00027,diabetic retinopathy,Condition,,,,Active
conditionfidp232,condition,Conditions,fidp232,Diaper Rash,tw12181,diaper rash,Condition,,,,Active
conditionfidp108,condition,Conditions,fidp108,Diarrhea,uh3205,diarrhea,Condition,,,,Active
conditionfidp21,condition,Conditions,fidp21,Difficulty Swallowing (Dysphagia),uf7971,dysphagia (trouble swallowing),Symptom,,,,Active
conditionfidp1539,condition,Conditions,fidp1539,Dilated Cardiomyopathy,,,,,hw52466 ,,Active
conditionfidp3174,condition,Conditions,fidp3174,DISH,,,,C0020498,,,Active
conditionfidp8860,condition,Conditions,fidp8860,Dislocated Ankle,abo7748,dislocated ankle,Condition,,,,Active
conditionfidp8861,condition,Conditions,fidp8861,Dislocated Elbow,uh3469,elbow dislocation,Condition,,,,Active
conditionfidp8862,condition,Conditions,fidp8862,Dislocated Finger,uh3474,finger dislocation,Condition,,,,Active
conditionfidp9288,condition,Conditions,fidp9288,Dislocated Hip,uh3479,hip dislocation,Condition,,,,Active
conditionfidp8863,condition,Conditions,fidp8863,Dislocated Jaw,ud3802,"jaw, dislocation",Condition,,,,Active
conditionfidp8671,condition,Conditions,fidp8671,Dislocated Kneecap,bu1289,patellar dislocation,Condition,,,,Active
conditionfidp8864,condition,Conditions,fidp8864,Dislocated Shoulder,uf7739,shoulder dislocation,Condition,,,,Active
conditionfidp8865,condition,Conditions,fidp8865,Dislocated Thumb,uf7744,thumb dislocation,Condition,,,,Active
conditionfidp8866,condition,Conditions,fidp8866,Dislocated Toe,uh3489,toe dislocation,Condition,,,,Active
conditionfidp8867,condition,Conditions,fidp8867,Dislocated Wrist,abo7683,dislocated wrist,Condition,,,,Active
conditionfidp992,condition,Conditions,fidp992,Diverticular Bleeding,,,,,"ut1425spec,hw252170 ",,Active
conditionfidp1492,condition,Conditions,fidp1492,Diverticular Disease,,,,,,BROAD,Active
conditionfidp9289,condition,Conditions,fidp9289,Diverticulitis and Diverticulosis,,,,,,MULTI,Active
conditionfidp9045,condition,Conditions,fidp9045,Dizziness,uh4355,dizziness,Symptom,,,,Active
conditionfidp3228,condition,Conditions,fidp3228,Domestic Abuse and Violence,uf7474,domestic abuse,Condition,,,,Active
conditionfidp9290,condition,Conditions,fidp9290,Double Vision,,,,C0012569,,,Active
conditionfidp1496,condition,Conditions,fidp1496,Down Syndrome,uh4668,Down's syndrome,Condition,,,,Active
conditionfidp302,condition,Conditions,fidp302,Drooping Eyelid,,,,,hw168907 ,,Active
conditionfidp2294,condition,Conditions,fidp2294,Drug Abuse and Dependence (Non-Alcohol),gapdoc00041,drug dependence/addiction,Condition,,,,Active
conditionfidp8665,condition,Conditions,fidp8665,Drug Allergies and Adverse Reactions,,,,,,BROAD,Active
conditionfidp8522,condition,Conditions,fidp8522,Dry Eye Syndrome,ut2126,dry eyes/xerophthalmia (Scope note),Symptom,,,,Active
conditionfidp2360,condition,Conditions,fidp2360,Dry Eyes,ut2126,dry eyes/xerophthalmia (Scope Note:),Symptom,,,,Active
conditionfidp1784,condition,Conditions,fidp1784,Dry Mouth,,,,,abq2680,,Active
conditionfidp8520,condition,Conditions,fidp8520,Dry Skin and Itching,zc1191,xerosis/dry skin,Condition,,,,Active
conditionfidp8723,condition,Conditions,fidp8723,Dry Socket,,,,C0013240,,,Active
conditionfidp3082,condition,Conditions,fidp3082,Dumping Syndrome,,,,,abp1938 ,,Active
conditionfidp9291,condition,Conditions,fidp9291,Dupuytren's Disease,uf8288,Dupuytren's contracture,Condition,,,,Active
conditionfidp1148,condition,Conditions,fidp1148,Dyslexia,,,,,te7211,,Active
conditionfidp2591,condition,Conditions,fidp2591,E. Coli Infection,abk9104,"E coli infection, diarrheal",Condition,,,,Active
conditionfidp91,condition,Conditions,fidp91,Ear Infections,te8185,"otitis media, acute",Condition,,,,Active
conditionfidp1731,condition,Conditions,fidp1731,Ear Injuries and Problems,,,,,,BROAD,Active
conditionfidp2361,condition,Conditions,fidp2361,Earache,zx4017,earache,Symptom,,,,Active
conditionfidp3020,condition,Conditions,fidp3020,Earwax Blockage,uh2941,earwax impaction,Condition,,,,Active
conditionfidp985,condition,Conditions,fidp985,Eating Disorders,,,,,,BROAD,Active
conditionfidp8702,condition,Conditions,fidp8702,Ebola or Marburg Virus Infection,gapdoc00206,Ebola Virus Infection,Condition,,,,Active
conditionfidp9292,condition,Conditions,fidp9292,Eclampsia,uh4327 ,preeclampsia (scope note),Condition,,,,Active
conditionfidp1680,condition,Conditions,fidp1680,Ectopic Pregnancy,uh2804,ectopic pregnancy,Condition,,,,Active
conditionfidp1682,condition,Conditions,fidp1682,Eczema (Atopic Dermatitis),uf7059,atopic dermatitis,Condition,,,,Active
conditionfidp528,condition,Conditions,fidp528,Edema,uh3154,"edema, lower extremity",Condition,,,,Active
conditionfidp387,condition,Conditions,fidp387,Ehlers-Danlos Syndrome (EDS),,,,C0013720,,,Active
conditionfidp9293,condition,Conditions,fidp9293,Ehrlichiosis Tick Illness,ad1759,erlichiosis,Condition,,,,Active
conditionfidp8525,condition,Conditions,fidp8525,Elbow Bursitis,uf7024,olcranon bursitis,Condition,,,,Active
conditionfidp2363,condition,Conditions,fidp2363,Elbow Injuries and Problems,,,,,,BROAD,Active
conditionfidp8720,condition,Conditions,fidp8720,Elbow Pain,,,,,aa136653 ,,Active
conditionfidp9294,condition,Conditions,fidp9294,Elbow Sprain,uf7039,elbow sprain,Condition,,,,Active
conditionfidp8527,condition,Conditions,fidp8527,Elder Abuse and Neglect,,,,,aa60933spec ,,Active
conditionfidp2364,condition,Conditions,fidp2364,Electric Shock and Burns,,,,,,"MULTI - RD/dmap (abl2548, dmaps)",Active
conditionfidp2365,condition,Conditions,fidp2365,Electrolyte Imbalance,bz1133,electrolyte imbalance,Condition,,,,Active
conditionfidp8528,condition,Conditions,fidp8528,Emotional Eating,,,,,aa145852 ,,Active
conditionfidp9295,condition,Conditions,fidp9295,Emotional Problems,,,,C0677660,,,Active
conditionfidp9296,condition,Conditions,fidp9296,Emphysema,uf10356,emphysema,Condition,,,,Active
conditionfidp3021,condition,Conditions,fidp3021,Encephalitis,bz1137,encephalitis,Condition,,,,Active
conditionfidp2366,condition,Conditions,fidp2366,Encephalopathy,,,,C0019151,,Specific to hepatic encephalopathy,Active
conditionfidp733,condition,Conditions,fidp733,Endocarditis,ug5707,endocarditis,Condition,,,,Active
conditionfidp1528,condition,Conditions,fidp1528,Endometriosis,te8270,endometriosis,Condition,,,,Active
conditionfidp9297,condition,Conditions,fidp9297,Enlarged Prostate (BPH),uf7772,benign prostate hypertrophy,Condition,,,,Active
conditionfidp2354,condition,Conditions,fidp2354,Enlarged Turbinates,uh5087,enlarged turbinates,Condition,,,,Active
conditionfidp1763,condition,Conditions,fidp1763,Enterovirus Infection,,,,,me1090 ,,Active
conditionfidp3241,condition,Conditions,fidp3241,Environmental Illnesses,,,,,,BROAD,Active
conditionfidp9094,condition,Conditions,fidp9094,Ependymoma,,,,,ncicdr0000062971 ,,Active
conditionfidp3023,condition,Conditions,fidp3023,Epididymitis,bz1149,epididymitis/orchitis,Condition,,,,Active
conditionfidp3025,condition,Conditions,fidp3025,Epiglottitis,ut2916,epiglottitis,Condition,,,,Active
conditionfidp516,condition,Conditions,fidp516,Epilepsy,abn2636,epilepsy,Condition,,,,Active
conditionfidp1793,condition,Conditions,fidp1793,Erectile Dysfunction,ut2215,erectile dysfunction,Condition,,,,Active
conditionfidp9048,condition,Conditions,fidp9048,Erythema Multiforme,abq3276,Erythema Multiforme,Condition,,,,Active
conditionfidp5721,condition,Conditions,fidp5721,Esophageal Atresia,,,,,abp6869 ,,Active
conditionfidp783,condition,Conditions,fidp783,Esophageal Cancer,,,,C0546837,,,Active
conditionfidp8529,condition,Conditions,fidp8529,Esophageal Spasm,ut2352,esophageal spasm,Condition,,,,Active
conditionfidp9298,condition,Conditions,fidp9298,Esophageal Varices,ut2735,esophageal varices,Condition,,,,Active
conditionfidp3248,condition,Conditions,fidp3248,Esophagitis,,,,,,"BROAD (abp6962,uz2066,nord1160)",Active
conditionfidp2368,condition,Conditions,fidp2368,Essential Tremor,uh4351,benign essential tremor,Condition,,,,Active
conditionfidp9299,condition,Conditions,fidp9299,Eustachian Tube Dysfunction,uh2961,eustachian tube dysfunction,Condition,,,,Active
conditionfidp9108,condition,Conditions,fidp9108,Ewing Sarcoma,,,,,ncicdr0000403689 ,,Active
conditionfidp8626,condition,Conditions,fidp8626,Excessive Air Swallowing,,,,,tm6320 ,,Active
conditionfidp9127,condition,Conditions,fidp9127,Extragonadal Germ Cell Tumors,,,,,ncicdr0000271920 ,,Active
conditionfidp1644,condition,Conditions,fidp1644,Eye Injuries and Problems,,,,,,BROAD,Active
conditionfidp2370,condition,Conditions,fidp2370,Eye Irritation,ad2027,nonspecific eye irritation,Symptom,,,,Active
conditionfidp297,condition,Conditions,fidp297,Eyelid Problems,,,,,,BROAD,Active
conditionfidp501,condition,Conditions,fidp501,Eyelid Twitching,zc1201,blepharospasm,Condition,,,,Active
conditionfidp289,condition,Conditions,fidp289,Fabry Disease,,,,C0002986,,,Active
conditionfidp8850,condition,Conditions,fidp8850,Facial Fracture,ut1996,facial fracture,Condition,,,,Active
conditionfidp2372,condition,Conditions,fidp2372,Facial Injuries and Problems,,,,,,BROAD,Active
conditionfidp2373,condition,Conditions,fidp2373,Factor V Leiden,uf8198,factor V leiden deficiency ,Condition,,,,Active
conditionfidp2374,condition,Conditions,fidp2374,Failure to Thrive,uh3747,"failure to thrive, pediatrics",Symptom,,,,Active
conditionfidp61,condition,Conditions,fidp61,Fainting,uh3088,fainting/syncope (symptom),Symptom,,,,Active
conditionfidp8531,condition,Conditions,fidp8531,Familial Lipid Disorders,,,,,zp3086abc ,,Active
conditionfidp304,condition,Conditions,fidp304,Farsightedness,zp4239,farsightedness,Condition,,,,Active
conditionfidp9300,condition,Conditions,fidp9300,Fast Heart Rate (Tachycardia),,,,,,MULTI,Active
conditionfidp3026,condition,Conditions,fidp3026,Fatigue,ut2230,fatigue (sx),Condition,,,,Active
conditionfidp2377,condition,Conditions,fidp2377,Fecal Incontinence,ut2372,fecal incontinence,Condition,,,,Active
conditionfidp9301,condition,Conditions,fidp9301,Female Genital Injuries and Problems,,,,,,BROAD,Active
conditionfidp8532,condition,Conditions,fidp8532,Femoral Hernia,,,,,uf2347,,Active
conditionfidp8219,condition,Conditions,fidp8219,Fetal Alcohol Spectrum Disorders (FASD),gapdoc00164,fetal alcohol spectrum disorders (FASD),Condition,,,,Active
conditionfidp2378,condition,Conditions,fidp2378,Fetal Death,abk9885,"fetal death, antepartum",Condition,,,,Active
conditionfidp1699,condition,Conditions,fidp1699,Fever,uh3006,fever,Symptom,,,,Active
conditionfidp8438,condition,Conditions,fidp8438,Fever Seizures,uh3148,febrile seizures,Condition,,,,Active
conditionfidp1754,condition,Conditions,fidp1754,Fibrocystic Breasts,uf8006,fibrocystic breast disease,Condition,,,,Active
conditionfidp723,condition,Conditions,fidp723,Fibromyalgia,uf7857,fibromyalgia,Condition,,,,Active
conditionfidp1512,condition,Conditions,fidp1512,Fifth Disease,uh3509,Fifth disease,Condition,,,,Active
conditionfidp9302,condition,Conditions,fidp9302,Finger Bruise,,,,C0432773,,,Active
conditionfidp8533,condition,Conditions,fidp8533,Finger Injuries and Problems,,,,,,BROAD,Active
conditionfidp9303,condition,Conditions,fidp9303,Finger Sprain,abk7518,"sprain, finger",Condition,,,,Active
conditionfidp776,condition,Conditions,fidp776,First-Degree Burn,gapdoc00154,first degree burn (Scope Note),Condition,,,,Active
conditionfidp1595,condition,Conditions,fidp1595,Fishhook Injuries,,,,,fhook,,Active
conditionfidp717,condition,Conditions,fidp717,Fitz Hugh Curtis Syndrome,,,,,hw186967,,Active
conditionfidp9304,condition,Conditions,fidp9304,Flank Pain,abn0362,flank pain (symptom),Symptom,,,,Active
conditionfidp8664,condition,Conditions,fidp8664,Flat Head Syndrome,,,,,abo1675 ,,Active
conditionfidp197,condition,Conditions,fidp197,Flatfoot,tf7241,flatfoot,Condition,,,,Active
conditionfidp2379,condition,Conditions,fidp2379,Floaters and Flashes,ut2131,vitreous floaters,Symptom,,,,Active
conditionfidp9305,condition,Conditions,fidp9305,Flu (Influenza),uf8376,influenza,Condition,,,,Active
conditionfidp8677,condition,Conditions,fidp8677,Folic Acid Deficiency Anemia,uf8208,folate deficiency anemia,Condition,,,,Active
conditionfidp3027,condition,Conditions,fidp3027,Folliculitis,zc1589,folliculitis,Condition,,,,Active
conditionfidp2381,condition,Conditions,fidp2381,Food Allergy and Intolerance,,,,,,MULTI,Active
conditionfidp2382,condition,Conditions,fidp2382,Food Poisoning,ud3847,food poisoning,Condition,,,,Active
conditionfidp9306,condition,Conditions,fidp9306,Foot Arthritis,,,,,bo1546,,Active
conditionfidp498,condition,Conditions,fidp498,Foot Injuries and Problems,,,,,,BROAD,Active
conditionfidp1127,condition,Conditions,fidp1127,Foot Odor,,,,C0686767 ,,,Active
conditionfidp8916,condition,Conditions,fidp8916,Foot Pain,,,,,uh2759 ,,Active
conditionfidp9307,condition,Conditions,fidp9307,Foot Sprain,uf7009,foot sprain,Condition,,,,Active
conditionfidp9308,condition,Conditions,fidp9308,Fournier's Gangrene,,,,,aa57789 ,,Active
conditionfidp2384,condition,Conditions,fidp2384,Frailty,,,,,"abn2003,abo3671",,Active
conditionfidp2385,condition,Conditions,fidp2385,Frequent Urination,,,,C0042023,,,Active
conditionfidp1289,condition,Conditions,fidp1289,Frostbite,ut2856,frostbite,Condition,,,,Active
conditionfidp3028,condition,Conditions,fidp3028,Frozen Shoulder,uf8298,frozen shoulder (adhesive capsulitis),Condition,,,,Active
conditionfidp8536,condition,Conditions,fidp8536,Fulminant Hepatitis,,,,,hw118500 ,,Active
conditionfidp8839,condition,Conditions,fidp8839,Functional Incontinence,,,,C0150042,,,Active
conditionfidp9309,condition,Conditions,fidp9309,Fungal Ear Infection (Otomycosis),ut3021,otomycosis,Condition,,,,Active
conditionfidp1322,condition,Conditions,fidp1322,Fungal Infections,,,,,,BROAD,Active
conditionfidp9310,condition,Conditions,fidp9310,Fungal Nail Infections (Onychomycosis),ut3071,onychomycosis (fungal nail infection),Condition,,,,Active
conditionfidp2386,condition,Conditions,fidp2386,Galactorrhea,zc1549,galactorrhea,Condition,,,,Active
conditionfidp9311,condition,Conditions,fidp9311,Gallbladder Cancer,,,,C0153452,,,Active
conditionfidp2387,condition,Conditions,fidp2387,Gallbladder Disorders,,,,,,MULTI,Active
conditionfidp9312,condition,Conditions,fidp9312,Gallbladder Inflammation (Cholecystitis),uh3200,cholecystitis,Condition,,,,Active
conditionfidp8537,condition,Conditions,fidp8537,Gallstones,uf7632,cholelithiasis (gallstones),Condition,,,,Active
conditionfidp2388,condition,Conditions,fidp2388,Ganglions,uf8877,ganglion cyst,Condition,,,,Active
conditionfidp695,condition,Conditions,fidp695,Gangrene,,,,,,BROAD,Active
conditionfidp2315,condition,Conditions,fidp2315,Gas Bloating and Burping,zc1211,gas/flatulence,Condition,,,,Active
conditionfidp3029,condition,Conditions,fidp3029,Gastritis,uh3190,gastritis,Condition,,,,Active
conditionfidp9313,condition,Conditions,fidp9313,Gastrointestinal Cancer,,,,,,BROAD,Active
conditionfidp5723,condition,Conditions,fidp5723,Gastroschisis,,,,C0265706,,,Active
conditionfidp367,condition,Conditions,fidp367,Gaucher Disease,,,,C0017205,,,Active
conditionfidp3031,condition,Conditions,fidp3031,Genital Herpes,uh3108,genital herpes,Condition,,,,Active
conditionfidp9314,condition,Conditions,fidp9314,Genital Problems and Injuries,,,,,,BROAD,Active
conditionfidp9315,condition,Conditions,fidp9315,Genital Warts (HPV Infection),uh3123,genital warts,Condition,,,,Active
conditionfidp669,condition,Conditions,fidp669,GERD,ut1904,GERD,Condition,,,,Active
conditionfidp9316,condition,Conditions,fidp9316,Germ Cell Tumors,,,,,,BROAD,Active
conditionfidp2391,condition,Conditions,fidp2391,Gestational Diabetes,uf7823,gestational diabetes,Condition,,,,Active
conditionfidp9317,condition,Conditions,fidp9317,Gestational Trophoblastic Disease (GTD),,,,C2931618,,,Active
conditionfidp2389,condition,Conditions,fidp2389,GI Bleeding,,,,,,MULTI,Active
conditionfidp1586,condition,Conditions,fidp1586,Giardiasis,abk7138,giardiasis,Condition,,,,Active
conditionfidp1228,condition,Conditions,fidp1228,Glaucoma,,,,,,MULTI,Active
conditionfidp1263,condition,Conditions,fidp1263,Glomerulonephritis,ug5368,glomerulonephritis,Condition,,,,Active
conditionfidp3032,condition,Conditions,fidp3032,Glossitis,zc1709,glossitis,Symptom,,,,Active
conditionfidp9318,condition,Conditions,fidp9318,Gluteal Strain,,,,,zp4551,,Active
conditionfidp1570,condition,Conditions,fidp1570,Goiter,ut2661,goiter,Condition,,,,Active
conditionfidp9319,condition,Conditions,fidp9319,Golfer's Elbow,bu1008,medial epicondylitis,Condition,,,,Active
conditionfidp8539,condition,Conditions,fidp8539,Gonorrhea,uh3128,gonorhhea,Condition,,,,Active
conditionfidp9320,condition,Conditions,fidp9320,Goodpasture's Syndrome,,,,C0403529,,,Active
conditionfidp1479,condition,Conditions,fidp1479,Gout,uf8002,gout,Condition,,,,Active
conditionfidp2392,condition,Conditions,fidp2392,Graves Disease,,,,C0018213,,,Active
conditionfidp436,condition,Conditions,fidp436,Grief,zc1779,grief,Condition,,,,Active
conditionfidp2393,condition,Conditions,fidp2393,Groin Injuries and Problems,,,,,,MULTI,Active
conditionfidp8540,condition,Conditions,fidp8540,Group B Strep,,,,,,"MULTI (zp3014spec,uf7868) during pregnancy, newborns",Active
conditionfidp3081,condition,Conditions,fidp3081,Growing Pains,,,,,,,Active
conditionfidp1292,condition,Conditions,fidp1292,Guillain-Barre Syndrome (GBS),uh4359,Guillain-Barre Syndrome,Condition,,,,Active
conditionfidp8541,condition,Conditions,fidp8541,Gum Disease,gapdoc00092,gum disease (periodontitis),Condition,,,,Active
conditionfidp227,condition,Conditions,fidp227,Gynecomastia,uh5033,gynecomastia,Symptom,,,,Active
conditionfidp3033,condition,Conditions,fidp3033,H. Pylori Infection,uh3180,h pylori infection,Condition,,,,Active
conditionfidp1060,condition,Conditions,fidp1060,Hair Loss,,,,,,BROAD,Active
conditionfidp9095,condition,Conditions,fidp9095,Hairy Cell Leukemia,,,,C0023443,,,Active
conditionfidp9321,condition,Conditions,fidp9321,Hammer Claw or Mallet Toe,,,,,,MULTI,Active
