facetName,facetValueId,facetValueLabel
Conditions,fidp9363,Jaundice in Newborns
Conditions,fidp8561,Jaw Problems
Conditions,fidp8560,Jet Lag
Conditions,fidp454,Jock Itch
Conditions,fidp8559,Joint Pain (General)
Conditions,fidp9364,Jumper's Knee (Patellar Tendinitis)
Conditions,fidp533,Juvenile Idiopathic Arthritis (JIA)
Conditions,fidp9365,Kaposi's Sarcoma
Conditions,fidp1240,Kawasaki Disease
Conditions,fidp2433,Keloids
Conditions,fidp2434,Keratitis
Conditions,fidp9366,Keratosis Pilaris (KP)
Conditions,fidp976,Kernicterus
Conditions,fidp2435,Kidney Cancer
Conditions,fidp244,Kidney Disease
Conditions,fidp9367,Kidney Infection
Conditions,fidp1453,Kidney Stones
Conditions,fidp8925,Kissing Bugs
Conditions,fidp39,Klinefelter Syndrome
Conditions,fidp9368,Knee Arthritis
Conditions,fidp8564,Knee Bursitis
Conditions,fidp1191,Knee Injuries and Problems
Conditions,fidp9369,Knee Pain
Conditions,fidp9370,Knee Sprain
Conditions,fidp805,Kyphosis
Conditions,fidp2437,Labial Adhesion
Conditions,fidp60,Labyrinthitis
Conditions,fidp2438,Lactose Intolerance
Conditions,fidp428,Lambert-Eaton Syndrome
Conditions,fidp9099,Langerhans Cell Histiocytosis
Conditions,fidp2444,Large for Gestational Age
Conditions,fidp9371,Laryngeal Cancer
Conditions,fidp357,Laryngitis
Conditions,fidp5727,Laryngomalacia
Conditions,fidp9372,Lateral Collateral Ligament (LCL) Injury
Conditions,fidp8220,Latex Allergies
Conditions,fidp1513,Lazy Eye (Amblyopia)
Conditions,fidp8567,Lead Poisoning
Conditions,fidp9373,Leaky Stool (Encopresis)
Conditions,fidp2440,Learning Disabilities
Conditions,fidp2441,Leg Injuries and Problems
Conditions,fidp9374,Leg Pain
Conditions,fidp2442,Legg-Calve-Perthes Disease (LCPD)
Conditions,fidp9375,Legionnaires' Disease and Pontiac Fever
Conditions,fidp1620,Lennox-Gastaut Syndrome
Conditions,fidp1508,Leprosy
Conditions,fidp691,Leptospirosis
Conditions,fidp9376,Leriche's Syndrome
Conditions,fidp322,Leukemia
Conditions,fidp2443,Leukoplakia
Conditions,fidp700,Lice
Conditions,fidp1610,Lichen Planus
Conditions,fidp3045,Lightheadedness
Conditions,fidp9377,Lipoma
Conditions,fidp8569,Listeriosis
Conditions,fidp9378,Little Leaguer's Elbow
Conditions,fidp930,Liver Cancer
Conditions,fidp9379,Liver Disease
Conditions,fidp9380,Lou Gehrig's Disease (ALS)
Conditions,fidp9381,Low Back Arthritis (Lumbar Spondylosis)
Conditions,fidp9382,Low Blood Calcium (Hypocalcemia)
Conditions,fidp729,Low Blood Pressure
Conditions,fidp2411,Low Blood Sugar (Hypoglycemia)
Conditions,fidp9383,Low HDL Cholesterol
Conditions,fidp9384,Low Potassium Level (Hypokalemia)
Conditions,fidp2350,Low Sex Drive
Conditions,fidp9385,Low Sodium Level (Hyponatremia)
Conditions,fidp9386,Low Testosterone (Male Hypogonadism)
Conditions,fidp9387,Lower GI Bleeding
Conditions,fidp8726,Low-Lying Placenta
Conditions,fidp3047,Lumbar Spinal Stenosis
Conditions,fidp1139,Lung Cancer
Conditions,fidp9388,Lung Contusion
Conditions,fidp272,Lung Infection
Conditions,fidp5012,Lung Nodules
Conditions,fidp655,Lupus
Conditions,fidp1585,Lyme Disease
Conditions,fidp2448,Lymphedema
Conditions,fidp9389,Lymphomas
Conditions,fidp234,Macular Degeneration
Conditions,fidp1350,Mad Cow Disease
Conditions,fidp9391,Major Burns
Conditions,fidp9392,Malabsorption Syndromes
Conditions,fidp1066,Malaria
Conditions,fidp9393,Male Genital Injuries and Problems
Conditions,fidp8572,Malignant High Blood Pressure
Conditions,fidp9394,Malignant Hyperthermia (MH)
Conditions,fidp1703,Mallet Finger
Conditions,fidp3048,Malocclusion
Conditions,fidp544,Marfan Syndrome
Conditions,fidp9395,Marijuana Use
Conditions,fidp8575,Marine Stings and Scrapes
Conditions,fidp2449,Mastoiditis
Conditions,fidp9390,MDRO Infections
Conditions,fidp1330,Measles
Conditions,fidp9396,Meckel's Diverticulum
Conditions,fidp2451,Meconium Staining
Conditions,fidp9397,Medial Collateral Ligament (MCL) Injury
Conditions,fidp2452,Melasma
Conditions,fidp604,Memory Problems
Conditions,fidp9398,Meniere's Disease
Conditions,fidp845,Meningitis
Conditions,fidp3050,Meniscus Tear
Conditions,fidp9399,Menkes Disease
Conditions,fidp296,Menopause
Conditions,fidp3051,Menstrual Cycles (Periods)
Conditions,fidp9400,Menstrual Pain and Cramps
Conditions,fidp1780,Mental Health Disorders
Conditions,fidp2454,Meralgia Paresthetica
Conditions,fidp8579,Mercury Poisoning
Conditions,fidp9080,Merkel Cell Carcinoma
Conditions,fidp66,Mesothelioma
Conditions,fidp2455,Metabolic Encephalopathy
Conditions,fidp1206,Metabolic Syndrome
Conditions,fidp9120,Metastatic Squamous Neck Cancer
Conditions,fidp8911,Metatarsal Fracture
Conditions,fidp9401,Middle Ear Fluid
Conditions,fidp5062,Migraine Headaches
Conditions,fidp9402,Milk Allergy
Conditions,fidp3074,Mini-Stroke (TIA)
Conditions,fidp1632,Miscarriage
Conditions,fidp510,Missed or Irregular Periods
Conditions,fidp8581,Mitral Valve Prolapse
Conditions,fidp8582,Mitral Valve Regurgitation
Conditions,fidp5714,Mitral Valve Stenosis
Conditions,fidp1120,Molar Pregnancy
Conditions,fidp8583,Mold Allergies
Conditions,fidp2458,Moles
Conditions,fidp9403,Mono (Mononucleosis)
Conditions,fidp2459,Mood Disorders
Conditions,fidp1006,Morning Sickness
Conditions,fidp9404,Morton's Neuroma
Conditions,fidp1590,Motion Sickness
Conditions,fidp3053,Motor Vehicle Accidents
Conditions,fidp9405,Mouth Blisters (Herpangina)
Conditions,fidp8703,Mouth Breathing
Conditions,fidp896,Mouth Injuries and Problems
Conditions,fidp8584,Mouth Sores
Conditions,fidp635,MRSA Infection
Conditions,fidp56,Mucolipidosis
Conditions,fidp2461,Multiple Myeloma
Conditions,fidp1198,Multiple Pregnancy
Conditions,fidp1069,Multiple Sclerosis (MS)
Conditions,fidp45,Mumps
Conditions,fidp1639,Munchausen Syndrome
Conditions,fidp9406,Munchausen Syndrome by Proxy
Conditions,fidp9407,Muscle Aches
Conditions,fidp1091,Muscle Cramps
Conditions,fidp8917,Muscle Strain
Conditions,fidp9408,Muscular Dystrophy (MD)
Conditions,fidp9409,Musculoskeletal Chest Pain
Conditions,fidp9410,Myasthenia Gravis (MG)
Conditions,fidp9141,Mycosis Fungoides
Conditions,fidp2464,Myelodysplastic Syndrome (MDS)
Conditions,fidp9411,Myelodysplastic/Myeloproliferative Neoplasms
Conditions,fidp654,Myofascial Pain Syndrome
Conditions,fidp9412,N/A
Conditions,fidp8667,Nail Avulsion
Conditions,fidp9413,Nail Bed Infection (Paronychia)
Conditions,fidp2466,Nail Injuries and Problems
Conditions,fidp2465,Nail-Biting
Conditions,fidp796,Narcolepsy
Conditions,fidp2467,Nasal Abscess
Conditions,fidp963,Nasal Adhesion
Conditions,fidp9414,Nasal Congestion
Conditions,fidp9415,Nasal Polyps
Conditions,fidp9416,Nasopharyngeal Cancer
Conditions,fidp9417,Nausea and Vomiting
Conditions,fidp9418,Near-Drowning
Conditions,fidp365,Nearsightedness
Conditions,fidp9419,Neck Arthritis (Cervical Spondylosis)
Conditions,fidp2469,Neck Injuries and Problems
Conditions,fidp1435,Neck Pain
Conditions,fidp8715,Neck Strain
Conditions,fidp334,Necrotizing Enterocolitis (NEC)
Conditions,fidp400,Necrotizing Fasciitis
Conditions,fidp8215,Neonatal Abstinence Syndrome
Conditions,fidp7621,Nephrotic Syndrome
Conditions,fidp678,Nervous System Problems
Conditions,fidp9082,Neuroblastoma
Conditions,fidp2470,Neurogenic Bladder
Conditions,fidp784,Neuroleptic Malignant Syndrome
Conditions,fidp9420,Neuropathic Pain
Conditions,fidp8918,Neuropathy
Conditions,fidp2472,Neutropenia
Conditions,fidp9421,Newborn Rashes and Skin Conditions
Conditions,fidp3188,Nicotine Use and Dependence
Conditions,fidp1573,Niemann-Pick Disease
Conditions,fidp9422,Night Blindness
Conditions,fidp1589,Night Eating Syndrome
Conditions,fidp2474,Nipple Discharge
Conditions,fidp50,Nonalcoholic Steatohepatitis (NASH)
Conditions,fidp9423,Non-Hodgkin's Lymphoma
Conditions,fidp8675,Norovirus Infection
Conditions,fidp2475,Nose Injuries
Conditions,fidp198,Nosebleeds
Conditions,fidp2476,Numbness and Tingling
Conditions,fidp9424,Nursemaid's Elbow
Conditions,fidp3054,Obesity and Overweight
Conditions,fidp8588,Object in the Ear
Conditions,fidp8587,Object in the Eye
Conditions,fidp8589,Object in the Nose
Conditions,fidp9425,Object in the Rectum
Conditions,fidp9426,Object in the Urethra
Conditions,fidp8590,Object in the Vagina
Conditions,fidp787,Obsessive-Compulsive Disorder (OCD)
Conditions,fidp9427,Obstruction of the Bile Duct (Cholestasis)
Conditions,fidp9428,Obstructive Sleep Apnea
Conditions,fidp5737,Omphalocele
Conditions,fidp9429,Oppositional Defiant Disorder (ODD)
Conditions,fidp2478,Optic Neuritis
Conditions,fidp257,Oral Cancer
Conditions,fidp8373,Oral Herpes
Conditions,fidp450,Oral Thrush
Conditions,fidp734,Oromaxillary Fistula
Conditions,fidp9074,Oropharyngeal Cancer
Conditions,fidp9430,Orthostatic Hypotension
Conditions,fidp979,Osgood-Schlatter Disease
Conditions,fidp348,Osteoarthritis
Conditions,fidp1220,Osteochondritis
Conditions,fidp9431,Osteonecrosis
Conditions,fidp9432,Osteopenia (Low Bone Density)
Conditions,fidp852,Osteoporosis
Conditions,fidp9083,Osteosarcoma and Malignant Fibrous Histiocytoma
Conditions,fidp2479,Otosclerosis
Conditions,fidp442,Ovarian Cancer
Conditions,fidp472,Ovarian Cyst
Conditions,fidp9136,Ovarian Germ Cell Tumor
Conditions,fidp9433,Ovarian Low Malignant Potential Tumors
Conditions,fidp996,Overuse and Repetitive Motion Injuries
Conditions,fidp9434,Paget's Disease of Bone
Conditions,fidp9435,Paget's Disease of the Breast
Conditions,fidp9436,Pain (Acute)
Conditions,fidp8591,Pain (General)
Conditions,fidp2457,Pain During Ovulation
Conditions,fidp2481,Painful Sex
Conditions,fidp1723,Painful Urination (Dysuria)
Conditions,fidp415,Palpitations
Conditions,fidp2482,Pancreatic Cancer
Conditions,fidp9437,Pancreatic Insufficiency
Conditions,fidp9438,Pancreatitis (Pancreas Inflammation)
Conditions,fidp9439,Panic Attack and Disorders
Conditions,fidp730,Paradoxical Embolism
Conditions,fidp9079,Paraganglioma
Conditions,fidp9440,Paranasal Sinus Cancer
Conditions,fidp422,Paraphimosis
Conditions,fidp9441,Paraplegia
Conditions,fidp9442,Parathyroid Cancer
Conditions,fidp1136,Parkinson-Plus Syndromes
Conditions,fidp9443,Parkinson's Disease (PD)
Conditions,fidp3250,Patellar Tracking Disorder
Conditions,fidp8594,Patellofemoral Pain Syndrome (PFPS)
Conditions,fidp8222,Patent Ductus Arteriosus (PDA)
Conditions,fidp2484,Pelvic Infection
Conditions,fidp3058,Pelvic Inflammatory Disease (PID)
Conditions,fidp3059,Pelvic Organ Prolapse
Conditions,fidp9444,Pelvic Pain Syndrome
Conditions,fidp8595,Pelvic Problems
Conditions,fidp8596,Penicillin Allergy
Conditions,fidp9445,Penile Cancer
Conditions,fidp8813,Penile Fracture
Conditions,fidp9446,Penis Pain
Conditions,fidp9447,Peptic Ulcers
Conditions,fidp2485,Perforated Nasal Septum
Conditions,fidp649,Pericarditis
Conditions,fidp5028,Perineal Tear
Conditions,fidp1180,Periodic Limb Movement Disorder
Conditions,fidp3061,Periodontal Abscess
Conditions,fidp2487,Peripheral Artery Disease (PAD)
Conditions,fidp2471,Peripheral Neuropathy
Conditions,fidp9448,Perirectal Abscess
Conditions,fidp1443,Peritonitis
Conditions,fidp2489,Peritonsillar Abscess
Conditions,fidp5740,Periventricular Leukomalacia (PVL)
Conditions,fidp9449,Pernicious Anemia
Conditions,fidp597,Personality Disorder
Conditions,fidp9450,Petechiae
Conditions,fidp9451,Peyronie's Disease
Conditions,fidp9452,Phantom Limb Syndrome
Conditions,fidp83,Phenylketonuria (PKU)
Conditions,fidp9078,Pheochromocytoma
Conditions,fidp1532,Phobias
Conditions,fidp9453,Photodermatitis
Conditions,fidp8710,Physical and Intellectual Disabilities
Conditions,fidp3246,Pilonidal Disease
Conditions,fidp836,Pinched Nerve
Conditions,fidp9454,Pink Eye (Conjunctivitis)
Conditions,fidp1237,Pinworm Infection
Conditions,fidp8912,Piriformis Syndrome
Conditions,fidp9455,Pituitary Tumors
Conditions,fidp2493,Pityriasis Alba
Conditions,fidp1209,Pityriasis Rosea
Conditions,fidp3178,Placenta Previa
Conditions,fidp3177,Placental Abruption
Conditions,fidp3179,Placental Insufficiency
Conditions,fidp848,Plague
Conditions,fidp2495,Plantar Fasciitis
Conditions,fidp8646,Plantar Warts
Conditions,fidp8926,Pleural Effusion
Conditions,fidp697,Pleurisy
Conditions,fidp9456,Pneumocystis Pneumonia (PCP)
Conditions,fidp2494,Pneumomediastinum
Conditions,fidp1826,Pneumonia
Conditions,fidp991,Poison Ivy Oak or Sumac
Conditions,fidp9457,Poisoning (Toxicity)
Conditions,fidp9458,Polycystic Kidney Disease (PKD)
Conditions,fidp1041,Polycystic Ovary Syndrome (PCOS)
Conditions,fidp217,Polycythemia
Conditions,fidp1248,Polyhydramnios
Conditions,fidp1025,Polymyalgia Rheumatica (PMR)
Conditions,fidp9459,Polymyositis and Dermatomyositis
Conditions,fidp9460,Popliteal Aneurysm
Conditions,fidp8597,Portal Hypertension
Conditions,fidp319,Postcholecystectomy Syndrome
Conditions,fidp2496,Postconcussive Syndrome
Conditions,fidp9461,Posterior Cruciate Ligament (PCL) Injury
Conditions,fidp9462,Posterior Tibial Tendinitis
Conditions,fidp8454,Posterior Vitreous Detachment (PVD)
Conditions,fidp943,Postherpetic Neuralgia (PHN)
Conditions,fidp9463,Postmenopausal Bleeding
Conditions,fidp8711,Postoperative Problems
Conditions,fidp8598,Postpartum Bleeding
Conditions,fidp3234,Postpartum Depression
Conditions,fidp9464,Postpartum Issues
Conditions,fidp8456,Postpartum Uterine Infection
Conditions,fidp1489,Post-Polio Syndrome (PPS)
Conditions,fidp8599,Post-Term Pregnancy
Conditions,fidp1262,Post-Thrombotic Syndrome
Conditions,fidp68,Prader-Willi Syndrome (PWS)
Conditions,fidp9465,Precocious Puberty
Conditions,fidp706,Prediabetes
Conditions,fidp1030,Preeclampsia
Conditions,fidp2283,Pregnancy (1st Trimester)
Conditions,fidp2284,Pregnancy (2nd Trimester)
Conditions,fidp2285,Pregnancy (3rd Trimester)
Conditions,fidp13,Pregnancy (General)
Conditions,fidp3245,Prehypertension
Conditions,fidp2498,Premature Baby
Conditions,fidp2499,Premature Closure of Cranial Sutures
Conditions,fidp8600,Premature Ejaculation
Conditions,fidp8601,Premature Heartbeat
Conditions,fidp1459,Premature Ovarian Failure
Conditions,fidp2500,Premature Rupture of Membranes (PROM)
Conditions,fidp446,Premenstrual Syndrome (PMS)
Conditions,fidp269,Presbyopia
Conditions,fidp811,Pressure Sores
Conditions,fidp3200,Preterm Labor
Conditions,fidp8602,Preterm Premature Rupture of Membranes (pPROM)
Conditions,fidp8603,Primary Amenorrhea
Conditions,fidp9466,Proctitis
Conditions,fidp9467,Prolonged Erection (Priapism)
Conditions,fidp1424,Prostate Cancer
Conditions,fidp8668,Prostate Stones
Conditions,fidp3062,Prostatitis
Conditions,fidp2501,Protein in Urine
Conditions,fidp9468,Pruritic Urticarial Papules and Plaques of Pregnancy (PUPPP)
Conditions,fidp9469,Pseudo-Aneurysm
Conditions,fidp370,Psoriasis
Conditions,fidp1325,Psoriatic Arthritis
Conditions,fidp885,Psychosis
Conditions,fidp9470,Pterygium and Pinguecula
Conditions,fidp1518,PTSD
Conditions,fidp2503,Puberty
Conditions,fidp8459,Pudendal Neuralgia
Conditions,fidp8369,Pulmonary Edema
Conditions,fidp9471,Pulmonary Embolism (PE)
Conditions,fidp9472,Pulmonary Hypertension (PAH)
Conditions,fidp1597,Puncture Wounds
Conditions,fidp1101,Purpura
Conditions,fidp912,Pyloric Stenosis
Conditions,fidp9473,Q Fever
Conditions,fidp9474,Quadriceps Strain
Conditions,fidp9475,Quadriplegia
Conditions,fidp2504,Rabies
Conditions,fidp2505,Radiation Exposure
Conditions,fidp3252,Radon Poisoning
Conditions,fidp1702,Rashes
Conditions,fidp9476,Raynaud's Phenomenon
Conditions,fidp189,Razor Bumps
Conditions,fidp2506,Reactive Airway Disease
Conditions,fidp9477,Rectal Bleeding
Conditions,fidp5076,Rectal Cancer
Conditions,fidp8604,Rectal Prolapse
Conditions,fidp8920,Rectovaginal Injury
Conditions,fidp9478,Rectum Prolapse (Rectocele)
Conditions,fidp253,Reflex Sympathetic Dystrophy
Conditions,fidp9479,Respiratory Failure
Conditions,fidp1337,Restless Legs Syndrome (RLS)
Conditions,fidp614,Restrictive Cardiomyopathy
Conditions,fidp3180,Retained Placenta
Conditions,fidp8881,Retinal (Artery or Vein) Occlusion
Conditions,fidp9480,Retinal Cancer (Retinoblastoma)
Conditions,fidp1142,Retinal Tear or Detachment
Conditions,fidp575,Retinitis Pigmentosa
Conditions,fidp9481,Retinopathy of Prematurity
Conditions,fidp1777,Reye Syndrome
Conditions,fidp132,Rh Sensitization
Conditions,fidp2508,Rhabdomyolysis
Conditions,fidp9482,Rhabdomyosarcoma (RMS)
Conditions,fidp2509,Rheumatic Fever
Conditions,fidp1787,Rheumatoid Arthritis (RA)
Conditions,fidp9483,Rhinitis
Conditions,fidp9484,Rhomboid Muscle Strain
Conditions,fidp9485,Rickets
Conditions,fidp909,Ringing in the Ears (Tinnitus)
Conditions,fidp1093,Ringworm
Conditions,fidp9486,Rocky Mountain Spotted Fever
Conditions,fidp838,Rosacea
Conditions,fidp628,Roseola
Conditions,fidp9487,Rotator Cuff Disorders
Conditions,fidp545,Rotator Cuff Injury
Conditions,fidp3064,Rotavirus Infection
Conditions,fidp771,RSV Infection
Conditions,fidp1133,Rubella (German Measles)
Conditions,fidp2511,Ruptured Eardrum
Conditions,fidp8856,Sacral Fracture
Conditions,fidp2512,Sacroiliac Joint Pain
Conditions,fidp9488,Salivary Gland Cancer
Conditions,fidp9489,Salivary Gland Infection (Parotitis)
Conditions,fidp119,Sarcoidosis
Conditions,fidp2514,Sarcoma
Conditions,fidp647,Scabies
Conditions,fidp2515,Scalp Problems
Conditions,fidp8650,Scarlet Fever
Conditions,fidp705,Schizophrenia
Conditions,fidp8608,Sciatica
Conditions,fidp869,Scleroderma
Conditions,fidp1622,Scoliosis
Conditions,fidp8609,Scorpion Stings
Conditions,fidp8685,Scrapes (Abrasions)
Conditions,fidp8676,Scuba Diving Injuries
Conditions,fidp9490,Seabather's Eruption
Conditions,fidp2516,Seasonal Affective Disorder (SAD)
Conditions,fidp2518,Seasonal Allergies (Hay Fever)
Conditions,fidp9491,Seborrheic Dermatitis
Conditions,fidp3236,Seborrheic Keratosis
Conditions,fidp8611,Secondary Adrenal Insufficiency
Conditions,fidp9492,Secondary Amenorrhea
Conditions,fidp986,Second-Degree Burn
Conditions,fidp1109,Seizures
Conditions,fidp8612,Separation Anxiety
Conditions,fidp2519,Sepsis (Blood Infection)
Conditions,fidp538,Septic Arthritis
Conditions,fidp2594,Serotonin Syndrome
Conditions,fidp2520,Severe Acute Respiratory Syndrome (SARS)
Conditions,fidp9493,Sever's Disease
Conditions,fidp3230,Sexual Assault and Abuse
Conditions,fidp369,Sexual Problems
Conditions,fidp1510,Sexually Transmitted Infections (STIs)
Conditions,fidp1374,Shaken Baby Syndrome
Conditions,fidp1231,Shin Splints
Conditions,fidp1200,Shingles
Conditions,fidp1609,Short Bowel Syndrome (SBS)
Conditions,fidp2522,Short Stature
Conditions,fidp1153,Shortness of Breath
Conditions,fidp9494,Shoulder Arthritis
Conditions,fidp8613,Shoulder Bursitis
Conditions,fidp2523,Shoulder Injuries and Problems
Conditions,fidp8615,Shoulder Pain
Conditions,fidp3066,Shoulder Separation
Conditions,fidp3067,Shoulder SLAP Tear
Conditions,fidp9495,Shoulder Sprain
Conditions,fidp9496,Shyness
Conditions,fidp8724,Sickle Cell Crisis
Conditions,fidp9497,Sickle Cell Dactylitis
Conditions,fidp2524,Sickle Cell Disease (SCD)
Conditions,fidp8682,Sickle Cell Disorders
Conditions,fidp8840,Sickle Cell Trait
Conditions,fidp1502,Sinus Infection (Sinusitis)
Conditions,fidp9498,Sjogren's Syndrome
Conditions,fidp9499,Skier's Thumb
Conditions,fidp9500,Skin (Epidermal) Cyst
Conditions,fidp2526,Skin Abscess
Conditions,fidp561,Skin Cancer
Conditions,fidp9501,Skin Cancer Melanoma
Conditions,fidp9502,Skin Cancer Nonmelanoma
Conditions,fidp2527,Skin Lesions
Conditions,fidp1834,Skin Problems
Conditions,fidp8618,Skin Tags
Conditions,fidp9503,Skin Tears
Conditions,fidp9504,Skin Ulcer
Conditions,fidp1790,Skin Wounds
Conditions,fidp8857,Skull Fracture
Conditions,fidp359,Sleep Apnea
Conditions,fidp1621,Sleep Problems
Conditions,fidp2529,Sleepwalking
Conditions,fidp2530,Slipped Capital Femoral Epiphysis (SCFE)
Conditions,fidp9505,Small Bowel Prolapse (Enterocele)
Conditions,fidp155,Smallpox
Conditions,fidp8223,Smoke Inhalation
Conditions,fidp8669,Snake and Lizard Bites
Conditions,fidp524,Snoring
Conditions,fidp8464,Social Anxiety Disorder
Conditions,fidp1058,Sore Throat
Conditions,fidp8619,Spasticity
Conditions,fidp2439,Speech and Language Disorders
Conditions,fidp2532,Spermatocele
Conditions,fidp8620,Spider Bites
Conditions,fidp1825,Spina Bifida
Conditions,fidp9506,Spinal Cord Injuries
Conditions,fidp8858,Spinal Fracture
Conditions,fidp9507,Spinal Infection
Conditions,fidp3187,Spinal Stenosis
Conditions,fidp925,Spinal Tumors
Conditions,fidp2534,Spitting Up
Conditions,fidp312,Splinters
Conditions,fidp2535,Spondyloarthropathy
Conditions,fidp279,Spondylolisthesis
Conditions,fidp1813,Sports Injuries
Conditions,fidp9508,Spot Baldness (Alopecia Areata)
Conditions,fidp1523,Sprains and Strains
Conditions,fidp9509,Squamous Cell Skin Cancer
Conditions,fidp9510,Sternoclavicular Joint Separation
Conditions,fidp1396,Stevens-Johnson Syndrome
Conditions,fidp9511,Stillbirth
Conditions,fidp9512,Stomach (Gastric) Cancer
Conditions,fidp8622,Stomach Flu
Conditions,fidp3030,Stomach Paralysis (Gastroparesis)
Conditions,fidp2541,Stomatitis
Conditions,fidp2542,Stone Bruise (Metatarsalgia)
Conditions,fidp1596,Strabismus
Conditions,fidp921,Strep Throat
Conditions,fidp1152,Stress
Conditions,fidp9513,Stress Fracture Vertebra (Spondylolysis)
Conditions,fidp8623,Stress Incontinence
Conditions,fidp327,Stroke
Conditions,fidp482,Sturge-Weber Syndrome
Conditions,fidp3249,Stuttering
Conditions,fidp2543,Styes and Chalazia
Conditions,fidp8624,Subchorionic Hemorrhage
Conditions,fidp9514,Sublingual (Tongue) Hematoma
Conditions,fidp8371,Substance Abuse
Conditions,fidp9515,Subungual Hematoma (Bleeding Under Nail)
Conditions,fidp2546,Sudden Infant Death Syndrome (SIDS)
Conditions,fidp1507,Suicide and Suicidal Thoughts
Conditions,fidp1211,Sunburn
Conditions,fidp9516,Superficial Thrombophlebitis
Conditions,fidp8625,Supraventricular Tachycardia (SVT)
Conditions,fidp8707,Swallowed Object
Conditions,fidp1278,Swelling
Conditions,fidp9517,Swimmer's Ear
Conditions,fidp9518,Swimmer's Itch
Conditions,fidp907,Swine Flu
Conditions,fidp8628,Swollen Lymph Nodes
Conditions,fidp2547,Syndrome of Inappropriate Antidiuretic Hormone Secretion (SIADH)
Conditions,fidp8629,Syphilis
Conditions,fidp9519,Tailbone (Coccyx) Pain
Conditions,fidp8630,Tailbone Injuries
Conditions,fidp1837,Tardive Dyskinesia (TD)
Conditions,fidp738,Tarsal Tunnel Syndrome
Conditions,fidp2549,Taste and Smell Changes
Conditions,fidp865,Tattoo Problems
Conditions,fidp458,Tay-Sachs Disease
Conditions,fidp1779,Teeth Grinding
Conditions,fidp3199,Teething
Conditions,fidp8631,Temper Tantrums
Conditions,fidp813,Temporal (Giant Cell) Arteritis
Conditions,fidp1480,Temporomandibular Disorders (TMD)
Conditions,fidp8730,Tendon Injuries and Disease
Conditions,fidp946,Tennis Elbow
Conditions,fidp994,Tension Headaches
Conditions,fidp2551,Terminal Illnesses
Conditions,fidp1545,Terrorism
Conditions,fidp1656,Testicular Cancer
Conditions,fidp9520,Testicular Contusion
Conditions,fidp9521,Testicular Infection (Orchitis)
Conditions,fidp2552,Testicular Mass
Conditions,fidp2553,Testicular Pain
Conditions,fidp1096,Tetanus
Conditions,fidp9522,Tetralogy of Fallot
Conditions,fidp1297,Thalassemia
Conditions,fidp3072,Thoracic Aortic Aneurysm
Conditions,fidp382,Thoracic Outlet Syndrome (TOS)
Conditions,fidp9523,Threatened Miscarriage
Conditions,fidp9096,Throat Cancer
Conditions,fidp1276,Thrombocytopenia
Conditions,fidp9524,Thumb Sprain
Conditions,fidp9525,Thymoma and Thymic Cancer
Conditions,fidp1155,Thyroid Cancer
Conditions,fidp9526,Thyroid Disease
Conditions,fidp159,Thyroid Eye Disease
Conditions,fidp2554,Thyroid Nodules
Conditions,fidp8704,Thyroid Storm
Conditions,fidp9527,Tic Disorder
Conditions,fidp8633,Tick Bites
Conditions,fidp180,Tinea Versicolor
Conditions,fidp8876,Toe Injuries and Problems
Conditions,fidp9528,Tongue Cancer
Conditions,fidp1034,Tongue Injuries and Problems
Conditions,fidp1696,Tongue-Tie
Conditions,fidp202,Tonsillitis
Conditions,fidp8634,Tooth Avulsion
Conditions,fidp8635,Tooth Decay
Conditions,fidp9529,Tourette's Disorder
Conditions,fidp74,Toxic Shock Syndrome (TSS)
Conditions,fidp9530,Toxin Exposure During Pregnancy
Conditions,fidp403,Toxoplasmosis
Conditions,fidp5741,Tracheoesophageal Fistula (TEF)
Conditions,fidp9531,Transient Global Amnesia (TGA)
Conditions,fidp2559,Transient Synovitis
Conditions,fidp9532,Transient Tachypnea in Newborns
Conditions,fidp9533,Transitional Cell Cancer
Conditions,fidp8636,Traumatic Brain Injury (TBI)
Conditions,fidp9534,Traveler's Diarrhea (TD)
Conditions,fidp2597,Tremors
Conditions,fidp9535,Tricep Tendinitis
Conditions,fidp8841,Trichomoniasis
Conditions,fidp5744,Tricuspid Atresia
Conditions,fidp2560,Trigeminal Neuralgia
Conditions,fidp2561,Trigger Finger
Conditions,fidp1386,Tuberculosis (TB)
Conditions,fidp2562,Tubo-Ovarian Abscess
Conditions,fidp346,Turner Syndrome
Conditions,fidp9536,Typhoid
Conditions,fidp3276,Ulcerative Colitis
Conditions,fidp9538,Ulnar Neuropathy (Handlebar Palsy)
Conditions,fidp1744,Ulnar Tunnel Syndrome
Conditions,fidp9539,Umbilical Cord Around Baby's Neck
Conditions,fidp5011,Umbilical Granuloma
Conditions,fidp8637,Umbilical Hernia
Conditions,fidp1112,Undescended Testicle
Conditions,fidp9540,Unknown Diagnosis
Conditions,fidp9541,Upper GI Bleeding
Conditions,fidp9542,Urethral Cancer
Conditions,fidp8842,Urethral Prolapse (Urethrocele)
Conditions,fidp3075,Urethritis
Conditions,fidp8639,Urge Incontinence
Conditions,fidp2567,Urinary Incontinence
Conditions,fidp9543,Urinary Problems
Conditions,fidp3077,Urinary Retention
Conditions,fidp2568,Urinary Tract Infections (UTIs)
Conditions,fidp9544,Uterine (Endometrial) Cancer
Conditions,fidp1293,Uterine Fibroids
Conditions,fidp8641,Uterine Prolapse
